,accessibilité,adresse,alt,architecte,artiste,bouches,code,construction,corresp 1,corresp 2,corresp 3,corresp 4,corresp 5,exploitant,fermeture,géolocalisation,image,latitude,ligne,ligne  1,ligne 1,ligne 2,ligne 3,ligne 4,ligne 5,longitude,longueur,légende,mise en service,nom,nom inaugural,pays,position,propriétaire,quais,quartier,station précédente 1,station précédente 2,station précédente 3,station précédente 4,station précédente 5,station suivante 1,station suivante 2,station suivante 3,station suivante 4,station suivante 5,subdivision,taille image,titre corresp 1,titre corresp 2,titre corresp 3,titre corresp 4,titre corresp 5,titre quartier,titre subdivision,transit,url,ville,voies,zone
Bolivar (métro de Paris),,,,,,,2214.0,,['Bus RATP/correspondances avec intitulé|26'],,,,,RATP,,Paris/19e arrondissement de Paris,Metro de Paris - Ligne 7bis - Bolivar 02.jpg,48.880502443263104,['Métro de Paris/correspondances|7bis'],,['Métro de Paris/correspondance|7bis'],,,,,2.37492173910141,,Quai vers ''Pré Saint-Gervais'' avant rénovation.,['Date|18 janvier 1911|dans les chemins de fer'],Bolivar,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Jaurès (métro de Paris)|Jaurès'],,,,,['Buttes Chaumont (métro de Paris)|Buttes Chaumont'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:646310'],https://fr.wikipedia.org/w/index.php?title=Bolivar_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Bonne-Nouvelle (métro de Paris),,,,,,,1108.0,,['Bus RATP/correspondances nombreuses avec intitulé|20|39|48'],,,,,RATP,,Paris/10e arrondissement de Paris/9e arrondissement de Paris/2e arrondissement de Paris,Metro Paris - Ligne 8 - Station Bonne Nouvelle (3).jpg,48.870639475215725,['Métro de Paris/correspondances|8|9'],,['Métro de Paris/correspondance|8'],['Métro de Paris/correspondance|9'],,,,2.348874807357788,,Quai de la ligne 8 en direction de Créteil.,"['date|5|mai|1931|dans les chemins de fer', 'Métro de Paris/correspondances|8', 'date|10|décembre|1933|dans les chemins de fer', 'Métro de Paris/correspondances|9']",Bonne-Nouvelle,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e', 'e']",['Grands Boulevards (métro de Paris)|Grands Boulevards'],['Grands Boulevards (métro de Paris)|Grands Boulevards'],,,,['Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis'],['Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis'],,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4953438'],https://fr.wikipedia.org/w/index.php?title=Bonne-Nouvelle_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,
Botzaris (métro de Paris),,,,,,,23-09,,['Bus RATP/correspondances nombreuses avec intitulé|48|60|71'],,,,,RATP,,Paris/19e arrondissement de Paris,Metro de Paris - Ligne 7bis - Botzaris 02.jpg,48.879551689151285,['Métro de Paris/correspondances|7bis'],,['Métro de Paris/correspondance|7bis'],,,,,2.3880404233932495,,"['MF 88', ""Louis Blanc (métro de Paris)|''Louis Blanc''""]",['date|18|janvier|1911|dans les chemins de fer'],Botzaris,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Buttes Chaumont (métro de Paris)|Buttes Chaumont'],,,,,"['Danube (métro de Paris)|Danube', 'Place des Fêtes (métro de Paris)|Place des Fêtes']",,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:951182'],https://fr.wikipedia.org/w/index.php?title=Botzaris_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Boucicaut (métro de Paris),,,,,,,1611.0,,['Bus RATP/correspondances avec intitulé|62'],,,,,RATP,,Paris/15e arrondissement de Paris,Ligne 8 - Boucicaut - 3.jpg,48.841101,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.287817,,,"['27 juillet dans les chemins de fer|27 juillet', '1937 dans les chemins de fer|1937']",Boucicaut,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Lourmel (métro de Paris)|Lourmel'],,,,,['Félix Faure (métro de Paris)|Félix Faure'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3030137'],https://fr.wikipedia.org/w/index.php?title=Boucicaut_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Boulogne - Jean Jaurès (métro de Paris),,,,,,,29-04,,['Bus RATP/correspondances nombreuses avec intitulé|52|123'],,,,,RATP,,Paris,Paris metro - Boulogne-Jean Jaurès - 3.JPG,48.84227812602074,['Métro de Paris/correspondance|10'],,['Métro de Paris/correspondance|10'],,,,,2.2388774156570435,,Le quai unique de la station.,['Date|3|octobre|1980|dans les chemins de fer'],Boulogne - Jean Jaurès,,['France'],,['Régie autonome des transports parisiens|RATP'],1.0,,['Boulogne - Pont de Saint-Cloud (métro de Paris)|Boulogne - Pont de Saint-Cloud'],,,,,"[""Porte d'Auteuil (métro de Paris)|Porte d'Auteuil"", 'Michel-Ange - Molitor (métro de Paris)|Michel-Ange - Molitor']",,,,,,,Bus,,,,,,,['formatnum:3847782'],https://fr.wikipedia.org/w/index.php?title=Boulogne_-_Jean_Jaur%C3%A8s_(m%C3%A9tro_de_Paris)&action=raw,['Boulogne-Billancourt'],2.0,2.0
Boulogne - Pont de Saint-Cloud (métro de Paris),,,,,,,29-05,,"[""Tramway d'Île-de-France/correspondances avec intitulé|2""]","['Bus RATP/correspondances nombreuses avec intitulé|52|72|126|160|175', 'Bus RATP/correspondance|260', 'Bus RATP/correspondance|467']",['Bus Optile/correspondances avec intitulé|Transdev Nanterre|460'],['Bus Optile/correspondances avec intitulé|Hourtoule|17'],,['Régie autonome des transports parisiens|RATP'],,Paris et la petite couronne,Paris metro - Boulogne-Pont de Saint-Cloud - 3.JPG,48.840684,['Métro de Paris/correspondance|10'],,['Métro de Paris/correspondance|10'],,,,,2.228331,,,"['2 octobre dans les chemins de fer|2 octobre', '1981 dans les chemins de fer|1981']",Boulogne - Pont de Saint-Cloud<br /><small>''Rhin et Danube''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],1.0,,'''Terminus''',,,,,['Boulogne - Jean Jaurès (métro de Paris)|Boulogne - Jean Jaurès'],,,,,,,"[""Tramway d'Île-de-France|Tramway""]",['Réseau de bus RATP|RATP'],['Établissement Transdev de Nanterre|Transdev Nanterre'],['Hourtoule'],,,,['formatnum:3033621'],https://fr.wikipedia.org/w/index.php?title=Boulogne_-_Pont_de_Saint-Cloud_(m%C3%A9tro_de_Paris)&action=raw,['Boulogne-Billancourt'],2.0,2.0
Bourse (métro de Paris),,,,,,,1104.0,,['Bus RATP/correspondances avec intitulé|20|29|39|74|85'],['Noctilien/correspondances avec intitulé|N15|N16'],,,,RATP,,Paris/2e arrondissement de Paris,Bourse (métro Paris) quai Levallois par Cramos.JPG,48.86873757398423,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.3413699865341187,,,['Date|19|octobre|1904|dans les chemins de fer'],Bourse,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Quatre-Septembre (métro de Paris)|Quatre-Septembre'],,,,,['Sentier (métro de Paris)|Sentier'],,,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3288142'],https://fr.wikipedia.org/w/index.php?title=Bourse_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Brochant (métro de Paris),,,,,,,3008.0,,"['Bus RATP/correspondances avec intitulé|31|54|66|74', 'Bus RATP/correspondances|Traverse Batignolles-Bichat']",['Noctilien/correspondances avec intitulé|N15|N51'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/17e arrondissement de Paris,Metro de Paris - Ligne 13 - Brochant 15.jpg,48.890855496964654,['Métro de Paris/correspondance|13'],,['Métro de Paris/correspondance|13'],,,,,2.3197004199028015,,Les quais de la station.,['date|20|janvier|1912|dans les chemins de fer'],Brochant,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Porte de Clichy (métro de Paris)|Porte de Clichy'],,,,,['La Fourche (métro de Paris)|La Fourche'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3492868'],https://fr.wikipedia.org/w/index.php?title=Brochant_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Buttes Chaumont (métro de Paris),,,,,,,23-13,,['Bus RATP/correspondances avec intitulé|26|71'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/19e arrondissement de Paris,Paris Metro Louis Blanc dsc00848.jpg,48.87850037042899,['Métro de Paris/correspondance|7bis'],,['Métro de Paris/correspondance|7bis'],,,,,2.3817721009254456,,"[""Louis Blanc (métro de Paris)|''Louis Blanc''""]",['date|13|février|1912|dans les chemins de fer'],Buttes Chaumont,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Bolivar (métro de Paris)|Bolivar'],,,,,['Botzaris (métro de Paris)|Botzaris'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:507867'],https://fr.wikipedia.org/w/index.php?title=Buttes_Chaumont_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Buzenval (métro de Paris),,,,,,,05-05,,['Bus RATP/correspondances nombreuses avec intitulé|57|Traverse Charonne'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/20e arrondissement de Paris,Buzenval (métro Paris) par Cramos.JPG,48.851976,['Métro de Paris/correspondance|9'],,,,,,,2.402045,['Unité|105|m'],Les quais de la station en 2006.,"['10 décembre dans les chemins de fer|10 décembre', '1933 dans les chemins de fer|1933']",Buzenval,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Nation (métro de Paris)|Nation'],,,,,['Maraîchers (métro de Paris)|Maraîchers'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1914564'],https://fr.wikipedia.org/w/index.php?title=Buzenval_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Cadet (métro de Paris),,,,,,,2103.0,,['Bus RATP/correspondances avec intitulé|26|32|43|45|48|85'],,,,,RATP,,Paris/9e arrondissement de Paris,Métro de Paris - Ligne 7 - Cadet 02.jpg,48.87613482251159,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.3448756337165833,['Unité|75|m'],"['drapeau des États-Unis', 'Poissonnière (métro de Paris)|Poissonnière']",['Date|5|novembre|1910|dans les chemins de fer'],Cadet,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Poissonnière (métro de Paris)|Poissonnière'],,,,,['Le Peletier (métro de Paris)|Le Peletier'],,,,,,,Bus RATP,,,,,['Arrondissements de Paris|Arrondissement'],,['Unité|3289639|voyageurs'],https://fr.wikipedia.org/w/index.php?title=Cadet_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Cambronne (métro de Paris),,,,,,,202.0,,['Bus RATP/correspondances nombreuses avec intitulé|80'],['Noctilien/correspondances avec intitulé|N12|N61'],,,,RATP,,Paris/15e arrondissement de Paris,Cambronne métro Q01.jpg,48.84753653911584,['Métro de Paris/correspondances|6'],,['Métro de Paris/correspondance|6'],,,,,2.302936613559723,,Quai direction ''Nation''.,['date|24|avril|1906|dans les chemins de fer'],Cambronne,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['La Motte-Picquet - Grenelle (métro de Paris)|La Motte-Picquet - Grenelle'],,,,,['Sèvres - Lecourbe (métro de Paris)|Sèvres - Lecourbe'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3097164'],https://fr.wikipedia.org/w/index.php?title=Cambronne_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Campo-Formio (métro de Paris),,,,,,,14-12,,['Bus RATP/correspondances nombreuses avec intitulé|57|67'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/13e arrondissement de Paris,Campo Formio Sortie.JPG,48.83502241002785,['Métro de Paris/correspondance|5'],,['Métro de Paris/correspondance|5'],,,,,2.3581284284591675,,,"['6 juin dans les chemins de fer|6 juin', '1906 dans les chemins de fer|1906']",Campo-Formio,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Saint-Marcel (métro de Paris)|Saint-Marcel'],,,,,"[""Place d'Italie (métro de Paris)|Place d'Italie""]",,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1120960'],https://fr.wikipedia.org/w/index.php?title=Campo-Formio_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Cardinal Lemoine (métro de Paris),,,,,,,1206.0,,['Bus RATP/correspondances nombreuses avec intitulé|47|89'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/5e arrondissement de Paris,Cardinal Lemoine Métro de Paris.jpg,48.84713939728227,['Métro de Paris/correspondance|10'],,,,,,,2.351202964782715,['Unité|75|m'],"[""Boulogne - Pont de Saint-Cloud (métro de Paris)|''Boulogne - Pont de Saint-Cloud''""]",['date|26|avril|1931|dans les chemins de fer'],Cardinal Lemoine,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Maubert - Mutualité (métro de Paris)|Maubert - Mutualité'],,,,,['Jussieu (métro de Paris)|Jussieu'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1715926'],https://fr.wikipedia.org/w/index.php?title=Cardinal_Lemoine_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Carrefour Pleyel (métro de Paris),,,,,,,19-13,,['Bus RATP/correspondances nombreuses avec intitulé|139|255|274'],['Noctilien/correspondances avec intitulé|N44'],,,,RATP,,Paris et la petite couronne,Carrefour Pleyel - octobre 2012 - Quais.jpg,48.91994192110376,['Métro de Paris/correspondance|13'],,['Métro de Paris/correspondance|13'],,,,,2.3439261317253113,,Les quais de la station Carrefour Pleyel en 2012.,['date|30|juin|1952|dans les chemins de fer'],Carrefour Pleyel,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Saint-Denis - Porte de Paris (métro de Paris)|Saint-Denis - Porte de Paris'],,,,,['Mairie de Saint-Ouen (métro de Paris)|Mairie de Saint-Ouen'],,,,,,,Bus,Noctilien,,,,,,['formatnum:2829368'],https://fr.wikipedia.org/w/index.php?title=Carrefour_Pleyel_(m%C3%A9tro_de_Paris)&action=raw,['Saint-Denis (Seine-Saint-Denis)|Saint-Denis'],3.0,2.0
Censier - Daubenton (métro de Paris),,,,,,,1204.0,,['Bus RATP/correspondances avec intitulé|47'],['Noctilien/correspondances avec intitulé|N15|N22'],,,,RATP,,Paris/5e arrondissement de Paris,Metro de Paris - Ligne 7 - Censier - Daubenton 02.jpg,48.840597,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.351774,,['MF 77'],"['Date|15|février|1930|dans les chemins de fer', 'Métro de Paris/correspondance|10', 'Date|26|avril|1931|dans les chemins de fer', 'Métro de Paris/correspondance|7']",Censier - Daubenton,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Place Monge (métro de Paris)|Place Monge'],,,,,['Les Gobelins (métro de Paris)|Les Gobelins'],,,,,,,Bus RATP,Noctilien,,,,Arrondissement,,['formatnum:3777857'],https://fr.wikipedia.org/w/index.php?title=Censier_-_Daubenton_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Champs-Élysées - Clemenceau (métro de Paris),,,,,,,1001.0,,['Bus RATP/correspondances nombreuses avec intitulé|42|73|93'],['Noctilien/correspondances avec intitulé|N11|N24'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/8e arrondissement de Paris,Metro Paris - Ligne 1 - station Champs-Elysees - Clemenceau 01.jpg,48.8674114214171,['Métro de Paris/correspondances|1|13'],,['Métro de Paris/correspondance|1'],['Métro de Paris/correspondance|13'],,,,2.31395945009909,,La station de la ligne 1 avant son automatisation.,"['date|19|juillet|1900|dans les chemins de fer', 'Métro de Paris/correspondances|1', 'date|18|février|1975|dans les chemins de fer', 'Métro de Paris/correspondances|13']",Champs-Élysées - Clemenceau<br /><small>''Grand Palais''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['e'],['Franklin D. Roosevelt (métro de Paris)|Franklin D. Roosevelt'],['Miromesnil (métro de Paris)|Miromesnil'],,,,['Concorde (métro de Paris)|Concorde'],['Invalides (métro de Paris)|Invalides'],,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4617843'],https://fr.wikipedia.org/w/index.php?title=Champs-%C3%89lys%C3%A9es_-_Clemenceau_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Chardon-Lagache (métro de Paris),,,,,,,711.0,,['Bus RATP/correspondances nombreuses avec intitulé|22|62'],['Noctilien/correspondances avec intitulé|N12|N61'],,,,RATP,,Paris/16e arrondissement de Paris,Chardon-Lagache métro 01.jpg,48.8451377544999,['Métro de Paris/correspondances|10'],,['Métro de Paris/correspondances|10'],,,,,2.2662144899368286,,Entrée de la station.,['Date|30 septembre 1913|dans les chemins de fer'],Chardon-Lagache,,['France'],,['Régie autonome des transports parisiens|RATP'],1.0,['e'],['Michel-Ange - Molitor (métro de Paris)|Michel-Ange - Molitor'],,,,,['Mirabeau (métro de Paris)|Mirabeau'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:651234'],https://fr.wikipedia.org/w/index.php?title=Chardon-Lagache_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],1.0,
Gare d'Austerlitz (métro de Paris),,,,,,,907.0,,['RER/correspondances avec intitulé|C'],"['Bus RATP/correspondances avec intitulé|24|57|61|63|89', 'Bus RATP/correspondances|91|215|OpenTour']",['Noctilien/correspondances avec intitulé|N01|N02|N31|N131|N133'],,,RATP,,Paris/13e arrondissement de Paris/5e arrondissement de Paris,P1250372 Paris XIII gare Paris-Austerlitz metro ligne5 rwk.jpg,48.842625879686175,['Métro de Paris/correspondances|5|10'],,['Métro de Paris/correspondance|5'],['Métro de Paris/correspondance|10'],,,,2.3649707436561584,,Une rame de la ligne 5 sortant de la station.,"['métro de Paris/correspondances|5', 'Date|2 juin 1906|dans les chemins de fer', 'métro de Paris/correspondances|10', 'Date|12 juillet 1939|dans les chemins de fer']",Gare d'Austerlitz,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e']",['Quai de la Rapée (métro de Paris)|Quai de la Rapée'],['Jussieu (métro de Paris)|Jussieu'],,,,['Saint-Marcel (métro de Paris)|Saint-Marcel'],'''Terminus''',,,,,,"[""Réseau express régional d'Île-de-France|RER""]",Bus,Noctilien,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:8375268'],https://fr.wikipedia.org/w/index.php?title=Gare_d%27Austerlitz_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,
Charenton - Écoles (métro de Paris),,,,,,,25-13,,['Bus RATP/correspondances nombreuses avec intitulé|24|111|180|325'],,,,,RATP,,Paris et la petite couronne,Station métro Charenton-Ecoles - Station métro Charenton-EcoleIMG 3696.jpg,48.82148972262477,['métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.4138620495796204,,Accès à la station.,"['5 octobre dans les chemins de fer|5 octobre', '1942 dans les chemins de fer|1942']",Charenton - Écoles<br /><small>''Place Aristide Briand''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Liberté (métro de Paris)|Liberté'],,,,,['École vétérinaire de Maisons-Alfort (métro de Paris)|École vétérinaire de Maisons-Alfort'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,,,3 132 036 en 2018,https://fr.wikipedia.org/w/index.php?title=Charenton_-_%C3%89coles_(m%C3%A9tro_de_Paris)&action=raw,['Charenton-le-Pont'],2.0,2.0
Charles de Gaulle - Étoile (métro de Paris),,,,,,,1812.0,,['RER/correspondances avec intitulé|A'],"['Bus RATP/correspondances avec intitulé|22|30|31|52|73', 'Bus RATP/correspondances|92|341|OpenTour']",['Bus Optile/correspondances avec intitulé|Le Bus Direct|1|2'],['Noctilien/correspondances avec intitulé|N11|N24|N53|N151|N153'],,RATP,,Paris/17e arrondissement de Paris/16e arrondissement de Paris/8e arrondissement de Paris,Metro de Paris - Ligne 2 - Charles de Gaulle - Etoile 03.jpg,48.8744076036607,['Métro de Paris/correspondances|1|2|6'],,['Métro de Paris/correspondance|1'],['Métro de Paris/correspondance|2'],['Métro de Paris/correspondance|6'],,,2.29576268465124,"['Métro de Paris/correspondance|1', 'Unité|90|m', 'Métro de Paris/correspondance|2', 'Métro de Paris/correspondance|6', 'Unité|75|m']",Quais de la ligne 2.,"['Date|1er|septembre|1900|dans les chemins de fer', 'Métro de Paris/correspondance|1', 'Date|2|octobre|1900|dans les chemins de fer', 'Date|13|décembre|1900|dans les chemins de fer', 'Métro de Paris/correspondance|2', 'Date|14|octobre|1907|dans les chemins de fer', 'Métro de Paris/correspondance|5', 'Date|6|octobre|1942|dans les chemins de fer', 'Métro de Paris/correspondances|5|6']",Charles de Gaulle - Étoile,Étoile,['France'],,['Régie autonome des transports parisiens|RATP'],6.0,"['e', 'e', 'e']",['Argentine (métro de Paris)|Argentine'],['Victor Hugo (métro de Paris)|Victor Hugo'],'''Terminus''',,,['George V (métro de Paris)|George V'],['Ternes (métro de Paris)|Ternes'],['Kléber (métro de Paris)|Kléber'],,,,,RER,Bus RATP,Le Bus Direct,Noctilien,,['Arrondissements de Paris|Arrondissement'],,['formatnum:9067635'],https://fr.wikipedia.org/w/index.php?title=Charles_de_Gaulle_-_%C3%89toile_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],5.0,1.0
