Station,code,construction,fermeture,latitude,ligne,ligne 1,mise en service 1,ligne 2,mise en service 2,ligne 3,mise en service 3,ligne 4,mise en service 4,ligne 5,mise en service 5,longitude,url,nom inaugural,station précédente 1,station suivante 1,station précédente 2,station suivante 2,station précédente 3,station suivante 3,station précédente 4,station suivante 4,station précédente 5,station suivante 5
Raspail,15-10,,,48.83919413,"4, 6, 5",4,30 octobre 1909,6,6 octobre 1942,5,24 avril 1906,,,,,2.330606282,https://fr.wikipedia.org/w/index.php?title=Raspail_(m%C3%A9tro_de_Paris)&action=raw,,Vavin (métro de Paris)|Vavin,Denfert-Rochereau (métro de Paris)|Denfert-Rochereau,Edgar Quinet (métro de Paris)|Edgar Quinet,Denfert-Rochereau (métro de Paris)|Denfert-Rochereau,,,,,,
Réaumur - Sébastopol,11-14,,,48.86624629,"3, 4",3,19 novembre 1904,4,21 avril 1908,,,,,,,2.352388501,https://fr.wikipedia.org/w/index.php?title=R%C3%A9aumur_-_S%C3%A9bastopol_(m%C3%A9tro_de_Paris)&action=raw,Rue Saint-Denis,Sentier (métro de Paris)|Sentier,Arts et Métiers (métro de Paris)|Arts et Métiers,Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis,Étienne Marcel (métro de Paris)|Étienne Marcel,,,,,,
Rennes,211,,,48.84819314,12,12,5 novembre 1910,,,,,,,,,2.32776314,https://fr.wikipedia.org/w/index.php?title=Rennes_(m%C3%A9tro_de_Paris)&action=raw,,Sèvres - Babylone (métro de Paris)|Sèvres - Babylone,Notre-Dame-des-Champs (métro de Paris)|Notre-Dame-des-Champs,,,,,,,,
République,807,,,48.867503,"3, 5, 8, 9, 11",3,19 octobre 1904,5,15 novembre 1907,8,5 mai 1931,9,10 décembre 1933,11,28 avril 1935,2.363811,https://fr.wikipedia.org/w/index.php?title=R%C3%A9publique_(m%C3%A9tro_de_Paris)&action=raw,,Temple (métro de Paris)|Temple,Parmentier (métro de Paris)|Parmentier,Jacques Bonsergent (métro de Paris)|Jacques Bonsergent,Oberkampf (métro de Paris)|Oberkampf,Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis,Filles du Calvaire (métro de Paris)|Filles du Calvaire,Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis,Oberkampf (métro de Paris)|Oberkampf,Arts et Métiers (métro de Paris)|Arts et Métiers,Goncourt (métro de Paris)|Goncourt
Richard-Lenoir,814,,,48.859772,5,5,17 décembre 1906,,,,,,,,,2.371843,https://fr.wikipedia.org/w/index.php?title=Richard-Lenoir_(m%C3%A9tro_de_Paris)&action=raw,,Oberkampf (métro de Paris)|Oberkampf,Bréguet - Sabin (métro de Paris)|Bréguet - Sabin,,,,,,,,
Richelieu - Drouot,11-07,,,48.87198735,"8, 9",8,30 juin 1928,9,30 juin 1928,,,,,,,2.338741422,https://fr.wikipedia.org/w/index.php?title=Richelieu_-_Drouot_(m%C3%A9tro_de_Paris)&action=raw,,Opéra (métro de Paris)|Opéra,Grands Boulevards (métro de Paris)|Grands Boulevards,Chaussée d'Antin - La Fayette (métro de Paris)|Chaussée d'Antin - La Fayette,Grands Boulevards (métro de Paris)|Grands Boulevards,,,,,,
Riquet,22-08,,,48.88788032,7,7,5 novembre 1910,,,,,,,,,2.373577952,https://fr.wikipedia.org/w/index.php?title=Riquet_(m%C3%A9tro_de_Paris)&action=raw,,Crimée (métro de Paris)|Crimée,Stalingrad (métro de Paris)|Stalingrad,,,,,,,,
Robespierre,05-02,,,48.855683,9,9,14 octobre 1937,,,,,,,,,2.423678,https://fr.wikipedia.org/w/index.php?title=Robespierre_(m%C3%A9tro_de_Paris)&action=raw,,Porte de Montreuil (métro de Paris)|Porte de Montreuil,Croix de Chavaux (métro de Paris)|Croix de Chavaux,,,,,,,,
Rome,3112,,,48.882425,2,2,6 novembre 1902,,,,,,,,,2.322052,https://fr.wikipedia.org/w/index.php?title=Rome_(m%C3%A9tro_de_Paris)&action=raw,,Villiers (métro de Paris)|Villiers,Place de Clichy (métro de Paris)|Place de Clichy,,,,,,,,
Rue de la Pompe,1713,,,48.86391193,9,9,8 novembre 1922,,,,,,,,,2.279051542,https://fr.wikipedia.org/w/index.php?title=Rue_de_la_Pompe_(m%C3%A9tro_de_Paris)&action=raw,,La Muette (métro de Paris)|La Muette,Trocadéro (métro de Paris)|Trocadéro,,,,,,,,
Rue des Boulets,05-06,,,48.85181135,9,9,10 décembre 1933,,,,,,,,,2.390151322,https://fr.wikipedia.org/w/index.php?title=Rue_des_Boulets_(m%C3%A9tro_de_Paris)&action=raw,,Charonne (métro de Paris)|Charonne,Nation (métro de Paris)|Nation,,,,,,,,
Rue du Bac,210,,,48.85569049,12,12,5 novembre  1910,,,,,,,,,2.325606644,https://fr.wikipedia.org/w/index.php?title=Rue_du_Bac_(m%C3%A9tro_de_Paris)&action=raw,,Solférino (métro de Paris)|Solférino,Sèvres - Babylone (métro de Paris)|Sèvres - Babylone,,,,,,,,
Rue Saint-Maur,24-06,,,48.864335,3,3,19 octobre 1904,,,,,,,,,2.379448,https://fr.wikipedia.org/w/index.php?title=Rue_Saint-Maur_(m%C3%A9tro_de_Paris)&action=raw,,Parmentier (métro de Paris)|Parmentier,Père Lachaise (métro de Paris)|Père Lachaise,,,,,,,,
Saint-Ambroise,08-15,,,48.86129512,9,9,10 décembre 1933,,,,,,,,,2.374210954,https://fr.wikipedia.org/w/index.php?title=Saint-Ambroise_(m%C3%A9tro_de_Paris)&action=raw,,Oberkampf (métro de Paris)|Oberkampf,Voltaire (métro de Paris)|Voltaire,,,,,,,,
Saint-Augustin,610,,,48.8744413,9,9,27 mai 1923,,,,,,,,,2.322133183,https://fr.wikipedia.org/w/index.php?title=Saint-Augustin_(m%C3%A9tro_de_Paris)&action=raw,,Miromesnil (métro de Paris)|Miromesnil,Havre - Caumartin (métro de Paris)|Havre - Caumartin,,,,,,,,
Saint-Lazare,06-09 ou LAZ<br />GA98 / 98STL,,,48.87557787,"3, 12, 13, 14",3,19 octobre 1904,12,5 novembre 1910,13,26 février 1911,14,16 décembre 2003,,,2.326185659,https://fr.wikipedia.org/w/index.php?title=Saint-Lazare_(m%C3%A9tro_de_Paris)&action=raw,,Europe (métro de Paris)|Europe,Havre - Caumartin (métro de Paris)|Havre - Caumartin,Trinité - d'Estienne d'Orves (métro de Paris)|Trinité - d'Estienne d'Orves,Madeleine (métro de Paris)|Madeleine,Liège (métro de Paris)|Liège,Miromesnil (métro de Paris)|Miromesnil,''Terminus''',Madeleine (métro de Paris)|Madeleine,,
Saint-Denis - Porte de Paris,19-14,,,48.93021104,13,13,20 juin 1976,,,,,,,,,2.357769012,https://fr.wikipedia.org/w/index.php?title=Saint-Denis_-_Porte_de_Paris_(m%C3%A9tro_de_Paris)&action=raw,,Basilique de Saint-Denis (métro de Paris)|Basilique de Saint-Denis,Carrefour Pleyel (métro de Paris)|Carrefour Pleyel,,,,,,,,
Saint-Denis - Université,1011,,,48.945799,13,13,25 mai 1998,,,,,,,,,2.363674,https://fr.wikipedia.org/w/index.php?title=Saint-Denis_-_Universit%C3%A9_(m%C3%A9tro_de_Paris)&action=raw,,''Terminus''',Basilique de Saint-Denis (métro de Paris)|Basilique de Saint-Denis,,,,,,,,
Saint-Fargeau,24-08,,,48.87208261,"3bis, 3",3 bis,27 mars 1971,3,27 novembre 1921,,,,,,,2.404519916,https://fr.wikipedia.org/w/index.php?title=Saint-Fargeau_(m%C3%A9tro_de_Paris)&action=raw,,Porte des Lilas (métro de Paris)|Porte des Lilas,Pelleport (métro de Paris)|Pelleport,,,,,,,,
Saint-François-Xavier,206,,,48.85195078,"13, 10, 14",13,9 novembre 1973,10,30 décembre 1923,14,27 juillet 1937,,,,,2.314475477,https://fr.wikipedia.org/w/index.php?title=Saint-Fran%C3%A7ois-Xavier_(m%C3%A9tro_de_Paris)&action=raw,,Varenne (métro de Paris)|Varenne,Duroc (métro de Paris)|Duroc,,,,,,,,
Saint-Georges,3110,,,48.87844922,12,12,8 avril 1911,,,,,,,,,2.337381542,https://fr.wikipedia.org/w/index.php?title=Saint-Georges_(m%C3%A9tro_de_Paris)&action=raw,,Pigalle (métro de Paris)|Pigalle,Notre-Dame-de-Lorette (métro de Paris)|Notre-Dame-de-Lorette,,,,,,,,
Saint-Germain-des-Prés,02-15,,,48.8537739,4,4,9 janvier 1910,,,,,,,,,2.333280444,https://fr.wikipedia.org/w/index.php?title=Saint-Germain-des-Pr%C3%A9s_(m%C3%A9tro_de_Paris)&action=raw,,Odéon (métro de Paris)|Odéon,Saint-Sulpice (métro de Paris)|Saint-Sulpice,,,,,,,,
Saint-Jacques,1507 ou 1509,,,48.83291258,6,6,24 avril 1906,,,,,,,,,2.337081134,https://fr.wikipedia.org/w/index.php?title=Saint-Jacques_(m%C3%A9tro_de_Paris)&action=raw,,Denfert-Rochereau (métro de Paris)|Denfert-Rochereau,Glacière (métro de Paris)|Glacière,,,,,,,,
Saint-Marcel,09-04,,,48.83798838,5,5,2 juin 1906,,,,,,,,,2.360416353,https://fr.wikipedia.org/w/index.php?title=Saint-Marcel_(m%C3%A9tro_de_Paris)&action=raw,,Gare d'Austerlitz (métro de Paris)|Gare d'Austerlitz,Campo-Formio (métro de Paris)|Campo-Formio,,,,,,,,
Saint-Michel,101,,,48.85365036,4,4,9 juillet 1910,,,,,,,,,2.343928814,https://fr.wikipedia.org/w/index.php?title=Saint-Michel_(m%C3%A9tro_de_Paris)&action=raw,,Cité (métro de Paris)|Cité,Odéon (métro de Paris)|Odéon,,,,,,,,
Saint-Paul,1210,,,48.8551436,1,1,6 août 1900,,,,,,,,,2.360653354,https://fr.wikipedia.org/w/index.php?title=Saint-Paul_(m%C3%A9tro_de_Paris)&action=raw,,Hôtel de Ville (métro de Paris)|Hôtel de Ville,Bastille (métro de Paris)|Bastille,,,,,,,,
Saint-Philippe du Roule,18-05,,,48.87194148,9,9,27 mai 1923,,,,,,,,,2.310036421,https://fr.wikipedia.org/w/index.php?title=Saint-Philippe_du_Roule_(m%C3%A9tro_de_Paris)&action=raw,,Franklin D. Roosevelt (métro de Paris)|Franklin D. Roosevelt,Miromesnil (métro de Paris)|Miromesnil,,,,,,,,
Saint-Placide,412,,,48.84684463,4,4,9 janvier 1910,,,,,,,,,2.32691288,https://fr.wikipedia.org/w/index.php?title=Saint-Placide_(m%C3%A9tro_de_Paris)&action=raw,Vaugirard,Saint-Sulpice (métro de Paris)|Saint-Sulpice,Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe,,,,,,,,
Saint-Sébastien - Froissart,08-13,,,48.86047987,8,8,5 mai 1931,,,,,,,,,2.36735791,https://fr.wikipedia.org/w/index.php?title=Saint-S%C3%A9bastien_-_Froissart_(m%C3%A9tro_de_Paris)&action=raw,Saint-Sébastien,Filles du Calvaire (métro de Paris)|Filles du Calvaire,Chemin Vert (métro de Paris)|Chemin Vert,,,,,,,,
Saint-Sulpice,02-12,,,48.85090947,4,4,9 janvier 1910,,,,,,,,,2.330651879,https://fr.wikipedia.org/w/index.php?title=Saint-Sulpice_(m%C3%A9tro_de_Paris)&action=raw,,Saint-Germain-des-Prés (métro de Paris)|Saint-Germain-des-Prés,Saint-Placide (métro de Paris)|Saint-Placide,,,,,,,,
Ségur,204,,,48.84743417,10,10,29 septembre 1937,,,,,,,,,2.306852639,https://fr.wikipedia.org/w/index.php?title=S%C3%A9gur_(m%C3%A9tro_de_Paris)&action=raw,,La Motte-Picquet - Grenelle (métro de Paris)|La Motte-Picquet - Grenelle,Duroc (métro de Paris)|Duroc,,,,,,,,
Sentier,1113,,,48.867569,3,3,20 novembre 1904,,,,,,,,,2.346387,https://fr.wikipedia.org/w/index.php?title=Sentier_(m%C3%A9tro_de_Paris)&action=raw,,Bourse (métro de Paris)|Bourse,Réaumur - Sébastopol (métro de Paris)|Réaumur - Sébastopol,,,,,,,,
Sèvres - Babylone,209,,,48.85150955,"10, 12",10,5 novembre 1910,12,30 décembre 1923,,,,,,,2.326655388,https://fr.wikipedia.org/w/index.php?title=S%C3%A8vres_-_Babylone_(m%C3%A9tro_de_Paris)&action=raw,,Vaneau (métro de Paris)|Vaneau,Mabillon (métro de Paris)|Mabillon,Rue du Bac (métro de Paris)|Rue du Bac,Rennes (métro de Paris)|Rennes,,,,,,
Sèvres - Lecourbe,02-03,,,48.84563376,6,6,24 avril 1906,,,,,,,,,2.309475839,https://fr.wikipedia.org/w/index.php?title=S%C3%A8vres_-_Lecourbe_(m%C3%A9tro_de_Paris)&action=raw,Suffren,Cambronne (métro de Paris)|Cambronne,Pasteur (métro de Paris)|Pasteur,,,,,,,,
Simplon,20-10,,,48.89463269,4,4,14 mai 1908,,,,,,,,,2.347091065,https://fr.wikipedia.org/w/index.php?title=Simplon_(m%C3%A9tro_de_Paris)&action=raw,,Porte de Clignancourt (métro de Paris)|Porte de Clignancourt,Marcadet - Poissonniers (métro de Paris)|Marcadet - Poissonniers,,,,,,,,
Solférino,1014,,,48.85824935,12,12,5 novembre 1910,,,,,,,,,2.323224843,https://fr.wikipedia.org/w/index.php?title=Solf%C3%A9rino_(m%C3%A9tro_de_Paris)&action=raw,,Assemblée nationale (métro de Paris)|Assemblée nationale,Rue du Bac (métro de Paris)|Rue du Bac,,,,,,,,
Stalingrad,22-11,,,48.88426295,"2, 5, 7",2,31 janvier 1903,5,12 octobre 1942,7,5 novembre 1910,,,,,2.365823686,https://fr.wikipedia.org/w/index.php?title=Stalingrad_(m%C3%A9tro_de_Paris)&action=raw,,La Chapelle (métro de Paris)|La Chapelle,Jaurès (métro de Paris)|Jaurès,Jaurès (métro de Paris)|Jaurès,Gare du Nord (métro de Paris)|Gare du Nord,Riquet (métro de Paris)|Riquet,Louis Blanc (métro de Paris)|Louis Blanc,,,,
Strasbourg - Saint-Denis,1110,,,48.8695915,"4, 8, 9",4,21 avril 1908,8,5 mai 1931,9,10 décembre 1933,,,,,2.354008555,https://fr.wikipedia.org/w/index.php?title=Strasbourg_-_Saint-Denis_(m%C3%A9tro_de_Paris)&action=raw,,Château d'Eau (métro de Paris)|Château d'Eau,Réaumur - Sébastopol (métro de Paris)|Réaumur - Sébastopol,Bonne-Nouvelle (métro de Paris)|Bonne-Nouvelle,République (métro de Paris)|République,Bonne-Nouvelle (métro de Paris)|Bonne-Nouvelle,République (métro de Paris)|République,,,,
Sully - Morland,1208,,,48.85142483,7,7,3 juin 1930,,,,,,,,,2.36189425,https://fr.wikipedia.org/w/index.php?title=Sully_-_Morland_(m%C3%A9tro_de_Paris)&action=raw,Pont Sully,Pont Marie (métro de Paris)|Pont Marie,Jussieu (métro de Paris)|Jussieu,,,,,,,,
Télégraphe,23-15,,,48.87546271,11,11,28 avril 1935,,,,,,,,,2.398433983,https://fr.wikipedia.org/w/index.php?title=T%C3%A9l%C3%A9graphe_(m%C3%A9tro_de_Paris)&action=raw,,Place des Fêtes (métro de Paris)|Place des Fêtes,Porte des Lilas (métro de Paris)|Porte des Lilas,,,,,,,,
Temple,08-06,,,48.866488,3,3,19 octobre 1904,,,,,,,,,2.360595,https://fr.wikipedia.org/w/index.php?title=Temple_(m%C3%A9tro_de_Paris)&action=raw,,Arts et Métiers (métro de Paris)|Arts et Métiers,République (métro de Paris)|République,,,,,,,,
Ternes,1814,,,48.878178,2,2,7 octobre 1902,,,,,,,,,2.298671,https://fr.wikipedia.org/w/index.php?title=Ternes_(m%C3%A9tro_de_Paris)&action=raw,,Charles de Gaulle - Étoile (métro de Paris)|Charles de Gaulle - Étoile,Courcelles (métro de Paris)|Courcelles,,,,,,,,
Tolbiac,1410,,,48.826665,"7, 10",7,26 avril 1931,10,7 mars 1930,,,,,,,2.357678,https://fr.wikipedia.org/w/index.php?title=Tolbiac_(m%C3%A9tro_de_Paris)&action=raw,,Place d'Italie (métro de Paris)|Place d'Italie,Maison Blanche (métro de Paris)|Maison Blanche,,,,,,,,
Trinité - d'Estienne d'Orves,31-08,,,48.87630241,12,12,5 novembre 1910,,,,,,,,,2.333197296,https://fr.wikipedia.org/w/index.php?title=Trinit%C3%A9_-_d%27Estienne_d%27Orves_(m%C3%A9tro_de_Paris)&action=raw,,Notre-Dame-de-Lorette (métro de Paris)|Notre-Dame-de-Lorette,Saint-Lazare (métro de Paris)|Saint-Lazare,,,,,,,,
Trocadéro,1715,,,48.86330141,"6, 9, 5, 2S",6,6 octobre 1942,9,8 novembre 1922,5,5 novembre 1903,2S,2 octobre 1900,1,2 octobre 1900,2.287060618,https://fr.wikipedia.org/w/index.php?title=Trocad%C3%A9ro_(m%C3%A9tro_de_Paris)&action=raw,,Boissière (métro de Paris)|Boissière,Passy (métro de Paris)|Passy,Rue de la Pompe (métro de Paris)|Rue de la Pompe,Iéna (métro de Paris)|Iéna,,,,,,
Tuileries,11-01,,,48.8644971,1,1,19 juillet 1900,,,,,,,,,2.33031418,https://fr.wikipedia.org/w/index.php?title=Tuileries_(m%C3%A9tro_de_Paris)&action=raw,,Concorde (métro de Paris)|Concorde,Palais-Royal - Musée du Louvre (métro de Paris)|Palais-Royal - Musée du Louvre,,,,,,,,
Vaneau,02-08,,,48.848811,10,10,30 décembre 1923,,,,,,,,,2.321205,https://fr.wikipedia.org/w/index.php?title=Vaneau_(m%C3%A9tro_de_Paris)&action=raw,,Duroc (métro de Paris)|Duroc,Sèvres - Babylone (métro de Paris)|Sèvres - Babylone,,,,,,,,
Varenne,1012,,,48.85623757,"13, 10, 14",13,9 novembre 1976,10,30 décembre 1923,14,27 juillet 1937,,,,,2.314920723,https://fr.wikipedia.org/w/index.php?title=Varenne_(m%C3%A9tro_de_Paris)&action=raw,,Invalides (métro de Paris)|Invalides,Saint-François-Xavier (métro de Paris)|Saint-François-Xavier,,,,,,,,
Vaugirard,1604,,,48.839649,12,12,5 novembre 1910,,,,,,,,,2.301491,https://fr.wikipedia.org/w/index.php?title=Vaugirard_(m%C3%A9tro_de_Paris)&action=raw,,Volontaires (métro de Paris)|Volontaires,Convention (métro de Paris)|Convention,,,,,,,,
Vavin,407,,,48.84223223,4,4,9 janvie 1910,,,,,,,,,2.328948677,https://fr.wikipedia.org/w/index.php?title=Vavin_(m%C3%A9tro_de_Paris)&action=raw,,Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe,Raspail (métro de Paris)|Raspail,,,,,,,,
Victor Hugo,1810,,,48.869817,2,2,13 décembre 1900,,,,,,,,,2.285199,https://fr.wikipedia.org/w/index.php?title=Victor_Hugo_(m%C3%A9tro_de_Paris)&action=raw,,Porte Dauphine (métro de Paris)|Porte Dauphine,Charles de Gaulle - Étoile (métro de Paris)|Charles de Gaulle - Étoile,,,,,,,,
Villejuif - Léo Lagrange,26-07,,,48.80376846,7,7,28 février 1985,,,,,,,,,2.363927364,https://fr.wikipedia.org/w/index.php?title=Villejuif_-_L%C3%A9o_Lagrange_(m%C3%A9tro_de_Paris)&action=raw,,Le Kremlin-Bicêtre (métro de Paris)|Le Kremlin-Bicêtre,Villejuif - Paul Vaillant-Couturier (métro de Paris)|Villejuif - Paul Vaillant-Couturier,,,,,,,,
Villejuif - Louis Aragon,26-09,,,48.78717548,7,7,28 février 1985,15,,,,,,,,2.36756444,https://fr.wikipedia.org/w/index.php?title=Villejuif_-_Louis_Aragon_(m%C3%A9tro_de_Paris)&action=raw,,Villejuif - Paul Vaillant-Couturier (métro de Paris)|Villejuif - Paul Vaillant-Couturier,''Terminus''',Villejuif - Institut Gustave-Roussy (métro de Paris)|Villejuif - Institut Gustave-Roussy,Vitry Centre (métro de Paris)|Vitry Centre,,,,,,
Villejuif - Paul Vaillant-Couturier,26-08,,,48.79599124,7,7,28 février 1985,,,,,,,,,2.368248403,https://fr.wikipedia.org/w/index.php?title=Villejuif_-_Paul_Vaillant-Couturier_(m%C3%A9tro_de_Paris)&action=raw,,Villejuif - Léo Lagrange (métro de Paris)|Villejuif - Léo Lagrange,Villejuif - Louis Aragon (métro de Paris)|Villejuif - Louis Aragon,,,,,,,,
Villiers,603,,,48.88113039,"2, 3",2,21 janvier 1903,3,19 octobre 1904,,,,,,,2.314867079,https://fr.wikipedia.org/w/index.php?title=Villiers_(m%C3%A9tro_de_Paris)&action=raw,Avenue de Villiers,Monceau (métro de Paris)|Monceau,Rome (métro de Paris)|Rome,Malesherbes (métro de Paris)|Malesherbes,Europe (métro de Paris)|Europe,,,,,,
Volontaires,16-03,,,48.84134253,12,12,5 novembre 1910,,,,,,,,,2.307504416,https://fr.wikipedia.org/w/index.php?title=Volontaires_(m%C3%A9tro_de_Paris)&action=raw,,Pasteur (métro de Paris)|Pasteur,Vaugirard (métro de Paris)|Vaugirard,,,,,,,,
Voltaire,24-01,,,48.85780289,9,9,10 décembre 1933,,,,,,,,,2.380106449,https://fr.wikipedia.org/w/index.php?title=Voltaire_(m%C3%A9tro_de_Paris)&action=raw,,Saint-Ambroise (métro de Paris)|Saint-Ambroise,Charonne (métro de Paris)|Charonne,,,,,,,,
Wagram,3004,,,48.884057,3,3,23 mai 1910,,,,,,,,,2.303668,https://fr.wikipedia.org/w/index.php?title=Wagram_(m%C3%A9tro_de_Paris)&action=raw,,Pereire (métro de Paris)|Pereire,Malesherbes (métro de Paris)|Malesherbes,,,,,,,,
Arsenal,Non,,2 septembre 1939,48.849042,5,5,17 décembre 1906,,,,,,,,,2.366642,https://fr.wikipedia.org/w/index.php?title=Arsenal_(m%C3%A9tro_de_Paris)&action=raw,,Bastille (métro de Paris)|Bastille,Quai de la Rapée (métro de Paris)|Quai de la Rapée,,,,,,,,
Champ de Mars,Non,,2 septembre 1939,48.85185547,8,8,13 juillet 1913,,,,,,,,,2.301879823,https://fr.wikipedia.org/w/index.php?title=Champ_de_Mars_(m%C3%A9tro_de_Paris)&action=raw,,La Motte-Picquet - Grenelle (métro de Paris)|La Motte-Picquet - Grenelle,École Militaire (métro de Paris)|École Militaire,,,,,,,,
Saint-Martin,Non,,2 septembre 1939,48.86844,"8, 9",8,5 mai 1931,9,10 décembre 1933,,,,,,,2.358661,https://fr.wikipedia.org/w/index.php?title=Saint-Martin_(m%C3%A9tro_de_Paris)&action=raw,,Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis,République (métro de Paris)|République,Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis,République (métro de Paris)|République,,,,,,
Croix-Rouge,Non,,2 septembre 1939,48.8518943,10,10,30 décembre 1923,,,,,,,,,2.329503894,https://fr.wikipedia.org/w/index.php?title=Croix-Rouge_(m%C3%A9tro_de_Paris)&action=raw,,Sèvres - Babylone (métro de Paris)|Sèvres - Babylone,Mabillon (métro de Paris)|Mabillon,,,,,,,,
Haxo,non,['1921 dans les chemins de fer|1921,Jamais ouverte,48.8787,,,,,,,,,,,,2.40164,https://fr.wikipedia.org/w/index.php?title=Haxo_(m%C3%A9tro_de_Paris)&action=raw,,,,,,,,,,,
Porte Molitor,absent,Construite en 1923,,48.84298246,,,,,,,,,,,,2.256335914,https://fr.wikipedia.org/w/index.php?title=Porte_Molitor_(m%C3%A9tro_de_Paris)&action=raw,,,,,,,,,,,
Gare du Nord USFRT,non,,12 octobre 1942,48.8792871,5,5,15 novembre 1907,,,,,,,,,2.354367971,https://fr.wikipedia.org/w/index.php?title=Gare_du_Nord_USFRT_(m%C3%A9tro_de_Paris)&action=raw,,,,,,,,,,,
Martin Nadaud,non,,23 aout 1969,48.86489827,3,3,25 Janvier 1905,,,,,,,,,2.398120165,https://fr.wikipedia.org/w/index.php?title=Martin_Nadaud_(m%C3%A9tro_de_Paris)&action=raw,,,,,,,,,,,
Barbara,,,,48.8092,4,4,,,,,,,,,,2.31766944,https://fr.wikipedia.org/w/index.php?title=Barbara_(m%C3%A9tro_de_Paris)&action=raw,,Mairie de Montrouge (métro de Paris)|Mairie de Montrouge,Bagneux - Lucie Aubrac (métro de Paris)|Bagneux - Lucie Aubrac,,,,,,,,
Bagneux - Lucie Aubrac,GA19 / 19BAG,,,48.80266078,"4, 15",4,,,,,,,,,,2.317356169,https://fr.wikipedia.org/w/index.php?title=Bagneux_-_Lucie_Aubrac_(m%C3%A9tro_de_Paris)&action=raw,,Barbara (métro de Paris)|Barbara,''Terminus''',Châtillon - Montrouge (métro de Paris)|Châtillon - Montrouge,Arcueil - Cachan (métro de Paris)|Arcueil - Cachan,,,,,,
Aimé Césaire,non défini,,,48.90831679,12,12,,,,,,,,,,2.378019691,https://fr.wikipedia.org/w/index.php?title=Aim%C3%A9_C%C3%A9saire_(m%C3%A9tro_de_Paris)&action=raw,,Mairie d'Aubervilliers (métro de Paris)|Mairie d'Aubervilliers,Front Populaire (métro de Paris)|Front Populaire,,,,,,,,
Mairie d'Aubervilliers,GA65 / 65MAU,,,48.91382915,"12, 15",12,,,,,,,,,,2.380650938,https://fr.wikipedia.org/w/index.php?title=Mairie_d%27Aubervilliers_(m%C3%A9tro_de_Paris)&action=raw,,''Terminus''',Aimé Césaire (métro de Paris)|Aimé Césaire,Gare de La Plaine - Stade de France|Stade de France,Fort d'Aubervilliers (métro de Paris)|Fort d'Aubervilliers,,,,,,
Serge Gainsbourg,Non,,,48.88136,11,11,,,,,,,,,,2.42743,https://fr.wikipedia.org/w/index.php?title=Serge_Gainsbourg_(m%C3%A9tro_de_Paris)&action=raw,,Mairie des Lilas (métro de Paris)|Mairie des Lilas,Place Carnot (métro de Paris)|Place Carnot,,,,,,,,
Place Carnot,non,,,48.88317,11,11,,,,,,,,,,2.44052,https://fr.wikipedia.org/w/index.php?title=Place_Carnot_(m%C3%A9tro_de_Paris)&action=raw,,Serge Gainsbourg (métro de Paris)|Serge Gainsbourg,Montreuil - Hôpital (métro de Paris)|Montreuil - Hôpital,,,,,,,,
Montreuil - Hôpital,non,,,48.8783,"9, 11",9,,,,,,,,,,2.45456,https://fr.wikipedia.org/w/index.php?title=Montreuil_-_H%C3%B4pital_(m%C3%A9tro_de_Paris)&action=raw,,Aristide Briand (métro de Paris)|Aristide Briand,''Terminus''',Place Carnot (métro de Paris)|Place Carnot,La Dhuys (métro de Paris)|La Dhuys,,,,,,
La Dhuys,non,,,48.87811,11,11,,,,,,,,,,2.46549,https://fr.wikipedia.org/w/index.php?title=La_Dhuys_(m%C3%A9tro_de_Paris)&action=raw,,Montreuil - Hôpital (métro de Paris)|Montreuil - Hôpital,Coteaux Beauclair (métro de Paris)|Coteaux Beauclair,,,,,,,,
Coteaux Beauclair,non,,,48.88224,11,11,,,,,,,,,,2.46735,https://fr.wikipedia.org/w/index.php?title=Coteaux_Beauclair_(m%C3%A9tro_de_Paris)&action=raw,,La Dhuys (métro de Paris)|La Dhuys,Rosny-Bois-Perrier (métro de Paris)|Rosny-Bois-Perrier,,,,,,,,
Rosny-Bois-Perrier,GA71 / 71RBP,,,48.88242,"11, 15",11,,,,,,,,,,2.48083,https://fr.wikipedia.org/w/index.php?title=Rosny-Bois-Perrier_(m%C3%A9tro_de_Paris)&action=raw,,Coteaux Beauclair (métro de Paris)|Coteaux Beauclair,''Terminus''',Gare de Bondy|Bondy,Gare du Val de Fontenay|Val de Fontenay,,,,,,
Pont-Cardinet,GA60 / 60PCA,,,48.8895194,14,14,,,,,,,,,,2.31530278,https://fr.wikipedia.org/w/index.php?title=Pont-Cardinet_(m%C3%A9tro_de_Paris)&action=raw,,Porte de Clichy (métro de Paris)|Porte de Clichy,Saint-Lazare (métro de Paris)|Saint-Lazare,,,,,,,,
Saint-Ouen,GA62 / 62STO,,,48.9044972,14,14,,,,,,,,,,2.32180556,https://fr.wikipedia.org/w/index.php?title=Saint-Ouen_(m%C3%A9tro_de_Paris)&action=raw,,Mairie de Saint-Ouen (métro de Paris)|Mairie de Saint-Ouen,Porte de Clichy (métro de Paris)|Porte de Clichy,,,,,,,,
